-0.740067,-0.453516,-0.496613
0.203687,-0.692217,-0.692349
0.463125,-0.78969,0.402373
-0.351078,0.299547,0.887139
0.380947,-0.60131,-0.702357
0.380946,-0.601311,-0.702357
0.080851,-0.21946,-0.972266
-0.28121,-0.131858,0.950544
0.41651,-0.558074,-0.717686
-0.3264,0.289685,0.899748
-0.919652,0.139929,-0.366961
-0.866248,-0.445758,-0.225642
-0.0858776,0.0341572,-0.99572
-0.58351,-0.811368,0.0346105
-0.085884,0.0341676,-0.995719
-0.530765,-0.709141,0.464121
-0.841535,0.316067,-0.438089
0.513637,-0.79727,-0.317075
-0.575769,0.685155,0.446153
-0.678608,0.607672,-0.412584
-0.94235,-0.246256,0.226572
-0.966101,-0.240875,0.0928919
-0.395692,-0.19502,-0.897438
-0.818412,-0.531491,0.218446
-0.848251,-0.0638254,0.525734
0.264503,-0.952651,-0.149982
0.0444636,-0.971793,0.231607
-0.603077,0.00117052,-0.797682
-0.0489354,0.139955,-0.988948
0.0371901,0.00163041,-0.999307
-0.613925,0.560117,0.556206
-0.782318,0.323817,-0.532092
-0.422499,0.546523,-0.723054
-0.79807,0.594185,0.10014
0.552271,-0.82646,0.109366
0.298204,-0.613435,0.731281
-0.628921,0.206661,-0.7495
-0.739177,0.521611,-0.426075
-0.596278,0.678585,-0.428922
-0.695102,0.604928,-0.388452
-0.750913,-0.335889,-0.568602
-0.885413,0.210451,-0.414433
-0.703644,-0.354852,-0.615601
-0.751667,0.0753724,-0.655222
-0.284148,-0.83474,-0.471667
-0.12363,-0.977301,0.172041
0.258904,-0.951084,0.168546
-0.403994,-0.858431,-0.316047
-0.215438,-0.974533,-0.0622217
0.188571,-0.910398,0.368261
0.023046,-0.968303,0.248715
-0.592477,0.0363727,0.804766
-0.955839,-0.151396,-0.251894
-0.546024,0.461751,-0.699031
-0.724248,-0.557778,-0.4054
-0.771243,-0.631714,0.0782424
-0.954908,-0.161222,-0.249316
-0.254802,0.0737415,0.964177
-0.0410397,-0.944108,0.327071
0.0861701,-0.523834,0.847451
-0.452557,0.322604,0.831335
-0.671899,-0.703718,-0.230938
-0.912554,-0.385931,-0.135285
-0.917303,0.397507,-0.0233295
-0.942527,-0.221563,-0.250104
-0.902232,-0.425297,0.0714177
-0.969664,-0.199088,-0.141833
-0.431305,-0.875555,-0.217669
-0.946696,-0.28337,-0.153191
-0.888344,-0.457361,0.0408136
-0.867946,-0.495019,-0.0403191
-0.948845,-0.247383,-0.1962
0.188184,-0.70498,-0.683805
0.334471,-0.47166,-0.815883
0.167983,-0.889666,-0.424589
0.360673,-0.926708,0.105491
0.323329,-0.920184,-0.220726
-0.263093,0.185761,-0.946718
0.1988,-0.978545,0.0541144
-0.54227,-0.549212,0.635854
-0.940391,-0.327751,-0.0907939
-0.376679,-0.0519174,-0.924888
-0.462359,-0.176706,-0.868907
-0.888719,-0.45592,0.0481179
-0.282941,-0.354126,-0.891369
-0.767612,-0.192103,-0.611448
0.331828,-0.683779,-0.649874
0.337163,-0.462284,-0.820131
0.346249,-0.56856,-0.746224
-0.678183,0.0623648,0.732242
-0.881045,0.463767,0.0931652
-0.352932,-0.715541,-0.60286
-0.693967,-0.675388,-0.24952
-0.802985,0.581921,-0.128775
0.134272,-0.883418,0.448935
-0.774815,0.103799,-0.623609
0.249744,-0.961301,-0.116311
-0.449968,-0.277311,-0.848898
0.468824,-0.869564,0.15512
-0.629977,0.638729,-0.441763
-0.693323,-0.0333306,0.719855
-0.374789,-0.733731,-0.566721
-0.375217,-0.733771,-0.566386
-0.0211726,-0.0771681,-0.996793
-0.376027,-0.0219223,-0.926349
-0.932145,-0.178945,-0.314778
-0.535182,-0.190721,0.822925
-0.535165,-0.190739,0.822932
-0.748797,-0.565854,0.345126
0.0389506,-0.991732,0.122276
0.576046,-0.791139,0.2056
0.410358,-0.559825,-0.719863
0.406509,-0.673772,0.617075
0.188929,-0.766538,0.613779
-0.764186,-0.468405,0.443415
-0.24162,-0.528529,0.813804
-0.247304,-0.527212,0.812951
-0.81404,0.493761,-0.305841
-0.470675,0.485391,0.736791
-0.733297,-0.268041,0.624844
0.0575978,-0.310891,0.948699
-0.513499,-0.745443,0.42501
-0.649056,-0.760504,0.0189574
-0.498387,-0.865853,0.0436933
-0.0176734,-0.127579,-0.991671
-0.00236786,-0.830482,-0.557041
-0.625191,-0.57773,-0.524752
-0.8756,0.456789,0.157063
-0.753485,-0.589508,0.291102
-0.164458,-0.799434,0.577805
-0.591489,-0.706843,0.38796
-0.913627,0.328193,0.239949
-0.431409,0.34918,-0.831841
-0.936227,-0.035213,-0.349628
-0.640219,-0.661565,0.390451
-0.163694,-0.763326,0.62493
-0.311969,-0.949974,-0.0150077
-0.795344,-0.42311,-0.434058
-0.795344,-0.42311,-0.434057
-0.842764,-0.312954,-0.43796
-0.895217,-0.22127,-0.386816
-0.121963,-0.944622,0.304654
-0.568743,0.0802245,-0.818593
0.341812,-0.478645,0.808742
-0.568912,0.0797374,-0.818524
-0.982124,-0.0148626,0.187649
0.128095,-0.962732,-0.238197
0.402637,-0.754801,0.517841
-0.325823,-0.935966,-0.133439
-0.894147,0.361221,0.264614
-0.292259,-0.879441,-0.375724
-0.667871,-0.72201,-0.180692
-0.124761,-0.923333,-0.363169
-0.732534,-0.669006,-0.125801
-0.736898,0.665196,0.120399
-0.903494,0.0833412,0.42042
-0.983113,0.182997,0.000379793
-0.552048,-0.720847,-0.419075
-0.187802,-0.161825,0.968784
-0.975235,0.168083,0.143753
-0.682817,-0.0828068,0.725881
0.305961,-0.946195,0.105376
-0.767994,-0.596451,0.233306
-0.928597,0.235497,0.286792
-0.820428,0.568949,-0.0565196
0.301025,-0.832835,0.464511
-0.77215,0.625335,-0.112875
0.266728,-0.831034,0.488097
-0.800814,-0.598001,0.0330424
-0.755605,-0.579645,0.305079
-0.276785,-0.647122,-0.710369
-0.985299,-0.046216,0.164468
-0.593294,-0.780123,0.19852
-0.599023,-0.773298,0.207801
0.130553,-0.947232,-0.292758
-0.0762992,-0.964911,0.251249
-0.0799016,-0.674904,0.733567
-0.332624,-0.235191,0.913261
-0.0970235,-0.582133,0.807284
-0.300926,-0.187738,0.934986
0.0782884,-0.498556,0.863315
-0.0137332,-0.531044,0.847233
0.0777765,-0.498288,0.863516
-0.916497,0.35243,0.189275
-0.835936,-0.537497,-0.110944
-0.851809,-0.522471,0.0380278
-0.462418,-0.356728,0.811736
-0.59745,-0.541081,-0.591848
-0.592866,-0.543132,-0.594574
0.364487,-0.669814,-0.646914
-0.51701,-0.435108,-0.737144
0.0744707,-0.997031,0.0195887
-0.538603,-0.748274,-0.387289
-0.777685,-0.621266,0.096096
-0.0598054,-0.966169,-0.250879
-0.287541,-0.905416,-0.312317
-0.464486,-0.880772,-0.0921582
0.0710733,-0.964678,0.253662
-0.752936,0.198422,-0.627468
-0.793829,-0.60694,-0.0381862
-0.693159,-0.71257,0.108512
-0.59252,-0.805514,0.00820739
-0.221674,-0.922506,0.31598
-0.420951,-0.813158,-0.401962
-0.358773,-0.787578,-0.501002
-0.227813,-0.966131,-0.121214
-0.896475,-0.154531,0.415275
-0.127776,-0.0672274,-0.989522
0.0192717,0.0091364,-0.999773
0.0387394,0.0292138,-0.998822
0.0423183,0.0343704,-0.998513
0.0192717,0.0091364,-0.999773
-0.228618,-0.0739869,-0.970701
-0.0379831,-0.0613718,-0.997392
0.0263923,-0.0273691,-0.999277
0.0161803,-0.0175631,-0.999715
0.0234284,-0.0222107,-0.999479
0.0182995,-0.0273554,-0.999458
0.0161803,-0.0175631,-0.999715
0.0246713,-0.01919,-0.999511
0.0236001,-0.0181841,-0.999556
0.00579725,0.000227261,-0.999983
0.0063172,-4.24492e-05,-0.99998
0.00633361,-7.88884e-05,-0.99998
-0.807241,-0.186985,0.55982
